state,lga,year,month,rainfall_mm,temperature_avg_c,vegetation_index,season,intervention_flag,reporting_completeness_pct,timeliness_pct,total_cases
Bauchi,Bauchi_LGA3,2024,6,301.4090043,27.29155292,0.685858854,rainy,0,57.97507976,37.09084381,7681.955247
Gombe,Gombe_LGA2,2025,10,316.8549497,28.25819203,0.705378177,rainy,0,63.80637802,58.47667938,8324.483834
Jigawa,Jigawa_LGA1,2025,2,26.85639013,24.74664288,0.328988649,harmattan,1,80.56154234,49.12024462,963.8245955
Imo,Imo_LGA1,2022,2,28.68945506,27.10478163,0.314268539,harmattan,0,89.65869232,52.69998983,4655.721295
Imo,Imo_LGA3,2023,4,306.7869419,26.1022174,0.507397396,rainy,0,63.32532056,21.35794868,5483.003078
Enugu,Enugu_LGA1,2023,6,308.3508121,28.65244494,0.73123129,rainy,0,45.24370391,69.68471974,9666.220166
Borno,Borno_LGA3,2021,1,54.85267051,24.86367742,0.385408454,harmattan,0,55.11918875,40.15292687,2669.264353
Ebonyi,Ebonyi_LGA2,2023,12,30.86123509,24.96658055,0.391737351,harmattan,0,61.11630181,27.98363443,730.7703487
Cross River,Cross River_LGA2,2021,10,323.6132932,27.90049295,0.62198562,rainy,0,24.9050845,38.54905612,1733.41244
Adamawa,Adamawa_LGA3,2019,3,46.49297167,29.78315516,0.353158331,dry,0,70.95851473,69.28766928,4505.691998
Ebonyi,Ebonyi_LGA3,2022,11,67.15845731,27.68216514,0.361778213,dry,0,62.66307353,47.34701697,1701.705708
Imo,Imo_LGA1,2018,2,32.36514465,24.30219003,0.292199745,harmattan,0,63.89436873,45.30107819,4291.041566
Imo,Imo_LGA1,2024,6,332.3757117,27.16793142,0.674773295,rainy,0,36.5576331,46.26579002,3732.178337
Bauchi,Bauchi_LGA1,2019,1,22.8589429,27.00539335,0.343169357,harmattan,0,79.17008478,78.8842108,5931.087857
Ekiti,Ekiti_LGA3,2025,3,46.0963963,30.53621019,0.335740533,dry,0,69.80970445,67.86789787,4756.375358
Benue,Benue_LGA1,2018,3,126.9653948,28.73990788,0.405275473,dry,0,70.93538764,23.11210059,3075.561655
Jigawa,Jigawa_LGA3,2019,1,24.74248001,27.01545994,0.315610538,harmattan,0,53.98357752,75.0524338,2070.895051
Cross River,Cross River_LGA2,2018,3,134.898689,29.63697743,0.397637885,dry,1,49.5998166,74.71979995,4514.277761
Edo,Edo_LGA3,2021,8,184.9681677,26.42861759,0.496901088,rainy,0,72.75903602,51.75510831,10788.90709
Akwa Ibom,Akwa Ibom_LGA1,2021,7,267.2048152,25.87651591,0.626633979,rainy,0,44.74119961,58.09951913,7221.175925
Bayelsa,Bayelsa_LGA3,2023,6,263.3708578,28.18156268,0.579047479,rainy,0,57.51886436,55.14631774,10042.21157
Ekiti,Ekiti_LGA2,2021,6,209.5960479,26.38115303,0.597975505,rainy,0,42.18001196,45.08776457,2576.332376
Benue,Benue_LGA3,2021,2,28.97291795,25.53943176,0.351028424,harmattan,0,66.40366033,61.71193123,3191.262892
Bauchi,Bauchi_LGA1,2023,10,237.7403266,29.59501783,0.604302452,rainy,1,93.90413793,42.23496104,8858.909776
Borno,Borno_LGA1,2022,10,455.7986777,26.10800777,0.70673966,rainy,0,83.13688987,55.58140566,29798.9061
Edo,Edo_LGA3,2022,3,30.84285726,30.21767827,0.426379351,dry,1,68.28912245,52.24469662,1988.069027
Anambra,Anambra_LGA1,2018,6,263.6270616,30.54237054,0.602696438,rainy,0,59.81538687,26.60710255,8004.666659
Delta,Delta_LGA2,2020,7,566.127938,30.11401308,0.820915872,rainy,0,78.37903422,78.06058401,45287.46711
Anambra,Anambra_LGA2,2024,11,80.45017388,30.17496169,0.408159317,dry,0,64.98522861,55.6733316,3145.090696
Bauchi,Bauchi_LGA3,2019,6,391.7280333,30.54460921,0.762918412,rainy,1,71.96498537,46.32278407,9392.458557
Adamawa,Adamawa_LGA1,2023,9,202.3741439,29.90505319,0.595203701,rainy,1,65.97054491,46.38653397,3747.569905
Bauchi,Bauchi_LGA1,2018,11,39.29251593,28.1023056,0.37046376,dry,1,62.73993424,75.0321769,4137.932124
Delta,Delta_LGA2,2024,6,552.4963254,29.69729137,0.827788025,rainy,0,75.21322475,65.63287361,66613.06275
Edo,Edo_LGA1,2025,1,19.31177472,25.04099771,0.29782854,harmattan,0,57.09013621,30.18947295,1173.740464
Bauchi,Bauchi_LGA3,2025,11,75.67974511,28.07962553,0.342758134,dry,0,63.40097553,69.39673025,7639.682787
Ekiti,Ekiti_LGA2,2022,4,336.9042365,26.62706895,0.785013372,rainy,0,36.02783289,59.79692077,3872.820583
Kaduna,Kaduna_LGA1,2021,9,285.5576345,28.74423817,0.559307446,rainy,1,50.67817407,45.97792421,7452.094623
Imo,Imo_LGA3,2024,10,248.5031605,24.88615579,0.587034283,rainy,1,51.55808078,76.62340501,5172.925343
Ekiti,Ekiti_LGA2,2025,4,282.3658766,26.13462073,0.70994525,rainy,0,54.0349222,51.30000039,7326.61864
Bauchi,Bauchi_LGA2,2018,6,267.4432301,29.8416778,0.58395017,rainy,0,37.2969774,57.48432957,5458.078847
Edo,Edo_LGA3,2018,6,273.2722496,24.88223941,0.72208349,rainy,0,58.33545391,53.30764217,6995.286473
Adamawa,Adamawa_LGA1,2021,9,256.5487703,28.04595363,0.661687611,rainy,1,40.81368783,58.39367705,2352.05618
Ekiti,Ekiti_LGA3,2021,11,56.34496464,28.02793077,0.373604329,dry,0,67.67123051,31.93382475,1372.213815
Ekiti,Ekiti_LGA2,2019,5,282.2302344,24.78583552,0.694911254,rainy,0,52.29348987,59.02389517,4674.769232
Delta,Delta_LGA2,2021,5,326.5438654,27.71877433,0.549437184,rainy,1,91.38095851,68.12245404,17072.59468
Ekiti,Ekiti_LGA3,2019,8,268.238641,28.15101688,0.671350948,rainy,0,69.63615879,35.76345896,10819.76105
Bayelsa,Bayelsa_LGA2,2025,11,55.73693875,29.84024032,0.353615767,dry,0,79.42420277,66.57634091,9711.557312
Anambra,Anambra_LGA3,2023,1,23.09021698,29.50432666,0.383218521,harmattan,0,41.53742035,59.05107934,1841.657395
Benue,Benue_LGA2,2020,2,41.56304924,24.74035639,0.426065194,harmattan,0,55.24903515,50.79751624,864.6389278
Ekiti,Ekiti_LGA2,2018,3,53.68064554,29.63780022,0.463685236,dry,0,46.52517909,73.10775039,2901.72556
Ebonyi,Ebonyi_LGA3,2024,10,225.8742183,26.04065487,0.73548705,rainy,0,55.62943746,63.66481866,8957.88247
Edo,Edo_LGA2,2018,2,30.04220773,26.3467577,0.320657981,harmattan,1,82.25138405,37.65215762,1080.84984
Bayelsa,Bayelsa_LGA3,2020,10,347.4822688,27.17410929,0.658825858,rainy,1,39.87032131,17.58467353,1999.869248
Adamawa,Adamawa_LGA2,2023,2,31.20362713,24.79949593,0.392071486,harmattan,0,84.21911282,44.34102427,2058.310339
Borno,Borno_LGA3,2021,2,45.51137005,23.72678109,0.352898378,harmattan,0,44.92453553,44.21300526,1642.955832
Adamawa,Adamawa_LGA2,2023,9,280.0341074,28.40113277,0.737442467,rainy,0,86.729708,57.94917199,21909.68602
Bayelsa,Bayelsa_LGA2,2019,4,377.2108142,25.50786844,0.72624928,rainy,0,38.35509936,67.81468534,3876.945294
Imo,Imo_LGA2,2019,7,315.480674,27.97825453,0.575503027,rainy,0,38.75236516,77.52066592,8132.239569
Ebonyi,Ebonyi_LGA1,2024,3,29.48874641,29.54690875,0.400187182,dry,1,74.97976632,44.06930007,1107.253213
Abia,Abia_LGA1,2019,3,24.69782227,28.37332629,0.293321659,dry,0,66.6126011,13.95149842,579.3766803
Ekiti,Ekiti_LGA2,2024,5,184.7986826,29.35039815,0.537806288,rainy,0,77.81473997,45.78477138,4633.701539
Anambra,Anambra_LGA1,2024,10,222.9232425,26.55804615,0.611248904,rainy,0,56.08061576,66.30540625,6078.883498
Abia,Abia_LGA3,2022,8,294.847759,25.54785394,0.811432874,rainy,0,48.43621434,75.67712857,9575.648733
Jigawa,Jigawa_LGA1,2025,6,346.0467034,26.29216023,0.621672339,rainy,1,63.47104296,50.17521806,6216.558817
Adamawa,Adamawa_LGA1,2024,1,10.3659696,26.26795245,0.25804511,harmattan,0,95.0,44.61076748,2317.882605
Jigawa,Jigawa_LGA1,2022,1,45.30447444,26.9826449,0.331490709,harmattan,0,50.85035103,39.35258342,1219.513182
Bayelsa,Bayelsa_LGA2,2024,7,380.7281465,26.27921794,0.687173869,rainy,0,67.68762333,54.87910006,18323.74993
Borno,Borno_LGA3,2025,12,40.43760987,23.93187791,0.271350164,harmattan,0,65.55329352,75.60531799,6131.508735
Gombe,Gombe_LGA2,2019,2,26.66042614,25.35790124,0.306073581,harmattan,0,59.54433461,61.71721222,1630.696367
Edo,Edo_LGA1,2018,1,16.82494929,28.18881646,0.301942951,harmattan,0,64.7112776,50.81438178,1426.504854
Cross River,Cross River_LGA2,2024,7,294.1228962,28.89591382,0.541856436,rainy,1,88.47681559,61.51715313,14188.08663
Gombe,Gombe_LGA2,2025,3,61.86989305,31.13826795,0.43957138,dry,0,74.74285012,58.4287406,5146.665472
Gombe,Gombe_LGA2,2022,5,209.8266297,27.15427811,0.594354492,rainy,1,70.01309427,42.28841291,16158.95136
Jigawa,Jigawa_LGA3,2025,1,36.7753575,25.49172864,0.454456786,harmattan,1,53.88570846,74.18620509,2215.767714
Ebonyi,Ebonyi_LGA3,2025,8,246.6883649,25.31756401,0.763902657,rainy,0,54.03076863,51.50563158,6661.166096
Adamawa,Adamawa_LGA3,2018,11,39.45332875,27.68681131,0.299989122,dry,1,60.7130846,62.93009081,1302.085152
Akwa Ibom,Akwa Ibom_LGA3,2025,11,59.45246063,27.94953153,0.32753259,dry,0,86.94733508,45.31395595,2438.540496
Benue,Benue_LGA1,2019,1,18.08621935,27.77141134,0.273951065,harmattan,0,65.38448017,42.44018778,2261.026453
Gombe,Gombe_LGA1,2023,8,263.7757246,30.10920761,0.588175319,rainy,1,40.77508669,48.04422124,2767.044515
Imo,Imo_LGA1,2023,6,428.4725524,24.95376722,0.785092513,rainy,1,48.46926123,58.87406379,6043.384908
Cross River,Cross River_LGA2,2021,12,24.7742943,28.33537806,0.403231467,harmattan,1,72.96935841,57.85701317,2032.098545
Gombe,Gombe_LGA3,2018,7,335.6467449,28.82441001,0.74508406,rainy,0,61.96791207,55.30365331,20777.87324
Adamawa,Adamawa_LGA3,2020,3,59.98646073,28.27157965,0.377743779,dry,0,46.8202171,24.6212602,1053.436142
Delta,Delta_LGA1,2025,2,42.1315795,25.77596577,0.265622578,harmattan,0,75.34941977,52.77710848,3194.004052
Ebonyi,Ebonyi_LGA2,2019,8,227.2200744,26.17803867,0.624928974,rainy,0,41.61671302,62.13303577,5392.70086
Benue,Benue_LGA3,2019,11,51.85893094,27.21027041,0.297420364,dry,1,56.88295898,65.36697645,2125.86582
Bauchi,Bauchi_LGA1,2023,11,81.01668204,32.28075173,0.433670121,dry,0,77.54134628,61.48523507,4733.208853
Anambra,Anambra_LGA3,2022,10,241.1736111,29.38537175,0.572690005,rainy,0,78.83640408,50.71569995,19572.98953
Benue,Benue_LGA2,2024,10,396.7986876,26.93839767,0.799547361,rainy,0,71.9674233,75.65567822,17263.92383
Edo,Edo_LGA3,2023,4,294.6493693,27.5043918,0.625801811,rainy,0,64.39937004,81.81325437,11575.30135
Benue,Benue_LGA2,2022,6,290.6440159,29.13985345,0.706432239,rainy,1,57.84971719,46.83538016,7011.066373
Jigawa,Jigawa_LGA1,2023,5,431.7825573,28.577628,0.749650408,rainy,0,69.05284317,39.64469589,18351.44494
Adamawa,Adamawa_LGA2,2022,2,24.03341837,26.05576206,0.431267301,harmattan,0,42.76651014,16.15397993,181.2476476
Cross River,Cross River_LGA1,2023,1,38.90438358,24.99033249,0.322750163,harmattan,0,51.05545739,54.15475117,3382.919978
Ebonyi,Ebonyi_LGA3,2024,11,51.45789537,29.35310268,0.386131802,dry,0,59.63154186,28.65486097,668.7576269
Delta,Delta_LGA3,2022,4,508.1387907,27.31671755,0.791151477,rainy,0,87.44513696,74.12560438,77290.03305
Borno,Borno_LGA1,2024,5,427.4726981,28.67290432,0.777770003,rainy,0,50.74519288,42.61265282,16942.28442
Ebonyi,Ebonyi_LGA2,2020,11,59.98748603,27.98250895,0.432960128,dry,1,57.59469307,68.7980595,1565.28493
Ebonyi,Ebonyi_LGA3,2025,7,265.1716435,29.3615216,0.702758623,rainy,0,63.42717366,43.91022475,6997.655159
Ebonyi,Ebonyi_LGA1,2023,6,219.7748982,27.73829569,0.708013366,rainy,0,53.26807216,22.21984403,1608.891393
Enugu,Enugu_LGA2,2024,5,377.648647,30.40246551,0.726623979,rainy,0,45.97275292,57.60915978,10415.32442
Ebonyi,Ebonyi_LGA1,2021,1,23.71266186,26.2110893,0.350162942,harmattan,0,68.38883366,64.98404117,2102.81126
Anambra,Anambra_LGA3,2021,11,36.39494152,29.18602445,0.318163067,dry,0,77.29449255,44.69923915,3313.618883
Bayelsa,Bayelsa_LGA1,2018,9,276.3797795,27.42432228,0.667275593,rainy,0,67.92528092,72.39416747,11216.97376
Bayelsa,Bayelsa_LGA3,2025,5,258.4203839,25.79448309,0.618744324,rainy,0,61.26643784,45.93776144,7178.91759
Imo,Imo_LGA3,2018,7,255.0772804,26.63990871,0.544119648,rainy,0,67.50385585,50.09224518,12364.75845
Enugu,Enugu_LGA2,2018,3,54.04322864,31.79921942,0.43090533,dry,0,77.02667846,42.74655888,2925.125337
Abia,Abia_LGA2,2023,1,15.53814613,23.99982626,0.328975523,harmattan,0,45.54910712,49.69850294,1159.895711
Ebonyi,Ebonyi_LGA2,2018,3,31.208131,30.03582994,0.281306902,dry,1,77.29396667,36.89464851,1369.031175
Benue,Benue_LGA1,2021,10,375.2239913,27.79486124,0.594054132,rainy,0,67.08383296,50.2372353,6903.200141
Akwa Ibom,Akwa Ibom_LGA1,2021,4,274.2908496,26.25658888,0.631125136,rainy,0,63.95270463,39.85068,4397.180714
Akwa Ibom,Akwa Ibom_LGA1,2023,8,345.5859965,28.59292645,0.718315986,rainy,0,68.77827399,41.70286909,8495.655343
Benue,Benue_LGA3,2019,4,290.8174498,27.88619609,0.686411622,rainy,0,66.59300419,52.54775543,12479.8535
Gombe,Gombe_LGA3,2022,6,383.2970862,27.92472629,0.779413438,rainy,0,46.19156114,53.78453788,13227.0675
Anambra,Anambra_LGA3,2019,1,22.1538543,27.19515453,0.307276248,harmattan,0,70.96904138,39.67260539,2277.049929
Imo,Imo_LGA2,2021,3,29.69185437,26.99204762,0.306867796,dry,0,48.61244419,67.92277463,2488.028543
Gombe,Gombe_LGA2,2020,3,45.50194756,30.26411175,0.331856922,dry,0,49.338185,38.01841397,1783.681773
Gombe,Gombe_LGA3,2019,4,355.0466004,27.93670656,0.766691929,rainy,0,57.86254768,58.75221986,20131.00512
Jigawa,Jigawa_LGA3,2023,9,318.1993361,27.69612275,0.621753639,rainy,0,44.16671929,57.04354865,8135.649941
Adamawa,Adamawa_LGA1,2021,7,194.7528556,27.51565127,0.574243932,rainy,1,61.39380895,37.55154811,2246.823929
Borno,Borno_LGA1,2021,6,476.0909759,30.33756257,0.810404744,rainy,1,59.8561822,35.41320721,14345.43136
Delta,Delta_LGA1,2022,7,308.2938516,29.68434778,0.502210039,rainy,0,67.99333587,50.26881359,20383.43764
Borno,Borno_LGA2,2024,8,376.5489437,28.54231693,0.632660623,rainy,1,43.51678494,62.79080368,7589.448146
Akwa Ibom,Akwa Ibom_LGA1,2021,11,46.5966411,28.15586594,0.362047678,dry,1,46.86042968,64.61424841,849.3774848
Bayelsa,Bayelsa_LGA2,2022,12,28.33936821,25.73516727,0.344248438,harmattan,0,55.02250097,54.65035816,2820.375642
Ebonyi,Ebonyi_LGA1,2020,12,23.88757475,25.78938335,0.372112135,harmattan,0,53.07800628,36.00320209,639.9857953
Jigawa,Jigawa_LGA3,2019,10,455.1899615,28.13955196,0.814177391,rainy,1,70.68676904,60.79648271,20012.49225
Enugu,Enugu_LGA2,2022,11,89.27382351,31.66085232,0.500358919,dry,0,63.95056957,63.54129241,3650.66253
Benue,Benue_LGA2,2025,12,24.39482215,25.64775978,0.38786779,harmattan,0,51.5115467,49.77067669,1752.527798
Gombe,Gombe_LGA2,2021,10,229.2152375,29.78293238,0.51388381,rainy,1,80.33494852,48.05010389,13990.43905
Imo,Imo_LGA2,2023,2,32.72694167,24.33739607,0.437443743,harmattan,0,51.85440521,72.37204685,2913.372069
Akwa Ibom,Akwa Ibom_LGA2,2024,12,11.16910795,27.13668754,0.332815479,harmattan,0,53.82202782,52.79410334,1688.419251
Adamawa,Adamawa_LGA3,2021,3,30.87064793,30.62909201,0.387787492,dry,0,42.95277514,35.96670258,527.3506092
Enugu,Enugu_LGA1,2022,12,36.13110459,28.32003461,0.306097666,harmattan,1,74.41988786,53.17137334,2530.872988
Abia,Abia_LGA1,2020,9,153.9494725,26.92439578,0.514202412,rainy,0,53.22340619,83.03471203,4604.340971
Ebonyi,Ebonyi_LGA1,2022,10,256.6991097,25.66197965,0.693672651,rainy,0,79.6684207,80.66308993,10140.08618
Bauchi,Bauchi_LGA1,2018,6,328.5953003,28.21169602,0.659136314,rainy,1,48.49203438,76.08926917,8777.905398
Akwa Ibom,Akwa Ibom_LGA2,2024,1,34.33286254,25.24550595,0.269192055,harmattan,0,66.86194399,55.9937115,3498.131655
Bayelsa,Bayelsa_LGA1,2022,10,246.0424157,27.33830011,0.637019262,rainy,0,90.34938017,48.46570913,25375.21479
Ekiti,Ekiti_LGA1,2018,4,186.6463666,28.45517945,0.533258575,rainy,0,60.45604752,56.67791126,10030.01555
Enugu,Enugu_LGA1,2018,12,24.82499875,26.98310722,0.274099585,harmattan,0,73.24806802,47.68316722,3671.616163
Cross River,Cross River_LGA3,2025,12,54.54946803,28.14774299,0.385642437,harmattan,0,70.16512138,58.8184056,3615.539866
Akwa Ibom,Akwa Ibom_LGA3,2019,4,299.5909689,29.20063487,0.686754721,rainy,0,78.07780909,44.17323803,13100.42609
Ekiti,Ekiti_LGA1,2021,2,31.87393767,28.46451874,0.44260572,harmattan,0,49.09783548,54.18826408,1448.061572
Ebonyi,Ebonyi_LGA1,2023,10,289.6876005,26.34007839,0.788199674,rainy,1,78.1785815,65.95660902,5129.186017
Abia,Abia_LGA3,2021,2,20.203795,27.25574478,0.367158739,harmattan,0,44.69243207,36.67490907,693.9178204
Akwa Ibom,Akwa Ibom_LGA3,2025,6,315.5519067,27.5072913,0.696390636,rainy,0,74.6876183,49.75650441,13246.47976
Borno,Borno_LGA3,2022,11,115.9435718,31.16322987,0.311789104,dry,0,49.54181693,52.63400077,5097.514559
Gombe,Gombe_LGA3,2022,3,30.92898254,30.55221465,0.393658414,dry,1,69.77436921,69.22864232,2409.080877
Adamawa,Adamawa_LGA2,2020,1,23.32451777,26.47517798,0.298470737,harmattan,0,43.68672778,55.48784839,1365.772149
Abia,Abia_LGA2,2024,3,48.70594585,29.3861133,0.314645619,dry,0,76.29697966,66.64819434,2592.005494
Adamawa,Adamawa_LGA3,2023,1,24.27596213,26.88834769,0.355750591,harmattan,0,95.0,42.83250375,2638.660925
Borno,Borno_LGA3,2018,3,73.17331616,30.84601072,0.343146616,dry,0,68.74992951,20.18028362,1635.347125
Cross River,Cross River_LGA1,2018,1,43.05681797,25.26127057,0.288909624,harmattan,1,79.48136019,44.90191051,2666.314045
Cross River,Cross River_LGA3,2023,12,47.21425323,26.7286069,0.352233535,harmattan,0,53.3344224,65.89386771,4177.256725
Akwa Ibom,Akwa Ibom_LGA1,2021,2,19.29821098,26.34644027,0.319530406,harmattan,1,77.94344609,73.44428031,3223.609415
Borno,Borno_LGA1,2025,2,38.76759524,25.90724505,0.374496438,harmattan,0,55.03566301,34.08849015,1497.270096
Benue,Benue_LGA1,2024,9,419.9057086,26.78877476,0.70288833,rainy,1,29.17025322,26.53503518,1557.19224
Edo,Edo_LGA3,2024,7,263.5517952,26.27942523,0.704222976,rainy,0,88.05560243,62.04392342,11237.2126
Bauchi,Bauchi_LGA1,2018,10,333.6994783,27.95766501,0.65632321,rainy,1,52.18715774,58.05789394,3084.711329
Gombe,Gombe_LGA3,2018,2,32.80696383,29.18573842,0.37029374,harmattan,0,59.11721021,71.04009081,2385.944727
Ebonyi,Ebonyi_LGA3,2021,12,22.60369776,23.70886986,0.247518475,harmattan,0,40.4732882,58.37598028,508.909032
Ekiti,Ekiti_LGA3,2018,5,299.9055777,28.25943066,0.731773245,rainy,0,88.12659344,33.91374812,14311.33768
Bayelsa,Bayelsa_LGA2,2024,3,37.27139467,30.08481203,0.271337471,dry,0,80.45244685,42.42420713,4341.850762
Benue,Benue_LGA3,2019,1,26.29006121,23.82873749,0.384729933,harmattan,0,43.03761547,26.86678237,324.721559
Ebonyi,Ebonyi_LGA2,2022,4,305.1997867,28.99719496,0.825758744,rainy,0,44.90840435,49.18176692,6350.17262
Adamawa,Adamawa_LGA3,2025,1,21.97433938,25.59326939,0.363805603,harmattan,1,60.18620644,61.28228559,1603.097067
Ekiti,Ekiti_LGA2,2019,8,211.2074373,27.70875405,0.664466775,rainy,0,33.51313215,32.69915018,889.9666499
Gombe,Gombe_LGA3,2019,12,32.23812076,28.335702,0.322064045,harmattan,0,88.54515994,75.12084186,5980.539149
Cross River,Cross River_LGA1,2025,1,53.09005203,27.05114556,0.315600516,harmattan,0,75.21948633,34.08706839,3466.30687
Bayelsa,Bayelsa_LGA1,2020,8,257.5675351,28.27805282,0.603434367,rainy,0,47.61356499,28.75038449,4369.801047
Delta,Delta_LGA1,2021,3,32.09997528,32.2482187,0.356896072,dry,0,83.68421298,79.82926533,8766.326191
Benue,Benue_LGA2,2018,12,49.15244172,27.51403206,0.369737905,harmattan,0,53.97170711,54.55563336,4555.49405
Kaduna,Kaduna_LGA1,2020,9,369.3176376,26.8531706,0.64847617,rainy,1,62.76119725,40.22735284,12483.09931
Ekiti,Ekiti_LGA1,2019,8,343.7536999,25.47928545,0.743723898,rainy,0,51.84598678,45.66973858,4392.681625
Bayelsa,Bayelsa_LGA1,2025,10,409.2932796,25.87288417,0.763715366,rainy,0,82.4094351,52.86742705,29537.69061
Imo,Imo_LGA1,2018,8,393.7765652,27.03969777,0.735637332,rainy,0,81.38667891,53.7610579,19093.49836
Cross River,Cross River_LGA2,2025,1,14.53020806,25.12741237,0.295485811,harmattan,1,45.17258512,38.0305071,810.1702349
Gombe,Gombe_LGA2,2024,8,346.3441815,28.62441999,0.752345432,rainy,1,59.92115773,44.52362535,13394.03048
Bauchi,Bauchi_LGA1,2019,9,278.4061626,28.4728351,0.60150532,rainy,1,29.22052088,56.02439642,1879.623881
Bauchi,Bauchi_LGA3,2024,12,35.435215,30.00870658,0.356146387,harmattan,1,40.64035674,80.37278391,1959.198346
Adamawa,Adamawa_LGA1,2021,2,28.84395986,25.97009858,0.419679551,harmattan,0,95.0,39.25728614,1864.181635
Anambra,Anambra_LGA2,2025,8,342.4059524,29.17557361,0.747848306,rainy,0,65.24957968,73.85851415,18986.82397
Edo,Edo_LGA2,2022,8,300.478651,25.37150761,0.742048705,rainy,0,82.23887314,64.54397736,17302.74492
Jigawa,Jigawa_LGA2,2019,6,294.3425596,28.12167362,0.653553562,rainy,0,71.25168991,82.97456708,16715.74695
Enugu,Enugu_LGA2,2020,1,32.58084456,26.95725133,0.384279936,harmattan,0,59.22873419,35.31689529,2472.12247
Delta,Delta_LGA1,2018,12,39.3320828,27.22518027,0.345608287,harmattan,1,72.50464962,77.13544211,3286.998353
Benue,Benue_LGA1,2018,11,43.34035335,30.50703576,0.381727191,dry,0,61.37893538,46.25667366,3092.195936
Bauchi,Bauchi_LGA1,2021,9,410.86982,29.10096804,0.772935251,rainy,1,74.92330268,88.74495607,18115.52034
Akwa Ibom,Akwa Ibom_LGA1,2021,9,335.2326328,29.04501558,0.8212479,rainy,0,78.09291427,58.21765963,9771.21682
Bauchi,Bauchi_LGA3,2020,7,382.1668289,29.72138751,0.79641166,rainy,1,70.39509682,49.65853559,10630.16454
Delta,Delta_LGA3,2025,12,52.32877221,26.34825222,0.340004151,harmattan,0,91.91670431,68.22840407,7533.734968
Bauchi,Bauchi_LGA1,2021,2,12.06065595,27.06835287,0.401246788,harmattan,0,29.29401176,17.8463223,230.2191964
Adamawa,Adamawa_LGA1,2021,5,225.1874093,29.41431181,0.665606076,rainy,1,67.34611797,62.17502687,5993.103167
Akwa Ibom,Akwa Ibom_LGA1,2024,1,26.58132578,27.28360687,0.280918011,harmattan,0,83.74092539,55.30194141,4123.505013
Anambra,Anambra_LGA1,2020,10,203.9117838,26.35523704,0.578465119,rainy,0,69.25358077,54.6903722,7493.632341
Enugu,Enugu_LGA2,2021,7,318.8845224,28.44866758,0.665336404,rainy,0,59.25221895,57.74183212,11525.83294
Anambra,Anambra_LGA3,2023,8,195.3841326,28.19409101,0.606956238,rainy,0,53.78825949,69.80991983,5060.548661
Benue,Benue_LGA2,2023,8,284.621063,27.37798115,0.515381684,rainy,1,66.53099656,38.4515635,6320.023121
Jigawa,Jigawa_LGA1,2020,12,37.11649281,25.23013293,0.346846646,harmattan,0,58.72648795,90.0,1581.192872
Jigawa,Jigawa_LGA2,2025,4,256.9782073,27.986156,0.541966311,rainy,0,76.77097822,56.09854894,16470.76062
Imo,Imo_LGA3,2019,6,433.462266,27.3144168,0.70049965,rainy,0,87.59643158,26.13726838,19752.94573
Gombe,Gombe_LGA3,2018,11,95.81607148,30.70871576,0.47258242,dry,0,68.47038067,36.55186384,2650.083251
Bayelsa,Bayelsa_LGA2,2022,10,219.1720219,25.86536753,0.542339282,rainy,0,67.05177836,54.97599733,13238.47945
Edo,Edo_LGA2,2022,1,42.65498015,26.94742433,0.433349234,harmattan,0,80.58068412,57.53613227,3359.308821
Cross River,Cross River_LGA3,2022,4,499.1408839,28.83034851,0.868401659,rainy,0,81.53998082,29.73980682,23728.049
Bayelsa,Bayelsa_LGA2,2018,10,243.4167525,27.04683197,0.638014965,rainy,0,68.3694266,26.50980568,10253.51837
Imo,Imo_LGA1,2019,5,402.5003977,28.10264228,0.659899689,rainy,0,79.0775827,79.73637308,39093.74837
Anambra,Anambra_LGA2,2023,4,379.054116,29.3792553,0.769259542,rainy,0,56.71977701,50.82169245,8881.733301
Benue,Benue_LGA3,2022,4,241.3438874,27.71707838,0.42142722,rainy,0,69.32909037,31.47015983,5613.331634
Kaduna,Kaduna_LGA1,2025,9,444.7878929,28.10693241,0.764074486,rainy,0,42.19972115,43.30134598,8659.872349
Bayelsa,Bayelsa_LGA3,2024,11,74.42075554,29.10331143,0.319291396,dry,0,69.5436975,65.86311188,4319.565658
Bayelsa,Bayelsa_LGA3,2025,2,40.11146122,25.28121921,0.305997237,harmattan,0,59.99953303,69.2854922,2052.289894
Bayelsa,Bayelsa_LGA1,2021,2,41.13625817,24.90744267,0.343385747,harmattan,1,69.71109993,63.5101331,2213.053534
Akwa Ibom,Akwa Ibom_LGA3,2021,6,233.0927346,27.91884287,0.605134545,rainy,1,53.50089797,53.29382138,7666.583841
Delta,Delta_LGA3,2023,7,377.5516198,29.27837683,0.699539782,rainy,1,85.87260749,78.88149326,64820.31445
Anambra,Anambra_LGA2,2019,7,257.8294183,27.45383763,0.637008916,rainy,0,82.06919998,58.26511186,14324.20215
Jigawa,Jigawa_LGA1,2024,8,320.7849603,29.21810842,0.680383187,rainy,0,52.94357996,51.05120094,13994.54157
Jigawa,Jigawa_LGA3,2025,12,44.67936302,25.07000203,0.40991093,harmattan,0,73.10236672,78.06342656,3056.75398
Bayelsa,Bayelsa_LGA3,2022,5,229.2387746,27.92347142,0.538892054,rainy,0,46.1172834,46.28434827,4590.739593
