record_id,state,lga,year,month,rainfall_mm,temperature_avg_c,vegetation_index,season,intervention_flag,reporting_completeness_pct,timeliness_pct,source,total_cases,symptomatic_cases,asymptomatic_cases,cases_under5,cases_5to15,cases_15plus,suspected_cases,tested_cases,positive_cases,rd_t_positive,microscopy_positive,pcr_positive,predicted_cases_lower_ci,predicted_cases_upper_ci
735,Jigawa,Jigawa_LGA3,2021,10,325.3007187,29.02326849,0.610859634,rainy,1,74.13215463,58.80593733,survey,10633.65712,12635.10918,5408.703185,7496.840683,11832.70764,20408.61612,33992.38029,23567.00601,25383.01902,15229.81141,7614.905705,2538.301902,6380.194272,14887.11997
736,Jigawa,Jigawa_LGA3,2021,6,237.212665,28.29817037,0.50661582,rainy,1,66.72609619,54.93313857,survey,6471.434897,7231.894084,5162.898654,5729.527896,11957.53893,16286.00595,31953.44651,18135.12417,17862.89032,10717.73419,5358.867096,1786.289032,3882.860938,9060.008856
737,Adamawa,Adamawa_LGA1,2020,7,298.4534893,26.16053306,0.753401551,rainy,1,71.96565576,45.39064043,survey,5946.493919,6426.152144,1965.448484,5138.342562,6694.400963,12084.82274,16053.10693,13769.94672,18675.01229,11205.00737,5602.503686,1867.501229,3567.896351,8325.091486
738,Akwa Ibom,Akwa Ibom_LGA3,2023,1,33.19043872,26.53332886,0.207820807,harmattan,1,69.69838952,47.97314132,routine,807.891021,1252.187101,471.1048499,895.68883,1144.445777,2708.323675,4363.243283,2647.679159,2665.707628,1599.424577,799.7122885,266.5707628,484.7346126,1131.047429
739,Edo,Edo_LGA1,2025,12,19.71184285,24.57943997,0.241658216,harmattan,0,63.0049894,52.99597506,sentinel,1921.138232,2615.702021,1363.695033,1876.115662,3164.030496,6465.154917,10564.21758,5799.130979,5842.633123,3505.579874,1752.789937,584.2633123,1152.682939,2689.593525
740,Abia,Abia_LGA3,2024,11,41.69237395,28.3124252,0.367970959,dry,0,17.60527528,73.81441396,survey,250.4876041,705.3236667,388.630722,1358.332709,2558.03936,4572.635659,4537.263659,1195.610543,2017.866873,1210.720124,605.3600618,201.7866873,150.2925625,350.6826457
741,Delta,Delta_LGA1,2024,1,40.93248727,30.14340231,0.338689103,harmattan,0,86.93028313,70.84849443,sentinel,7706.092866,7489.998236,2748.505276,3184.450834,5806.263847,7344.389067,13303.6844,11360.12155,12816.95416,7690.172496,3845.086248,1281.695416,4623.65572,10788.53001
742,Adamawa,Adamawa_LGA3,2023,10,285.5371248,27.49790506,0.787866815,rainy,1,56.72861635,72.84950377,routine,5193.529776,4672.62237,3387.511398,4419.578556,5386.737701,10338.57055,12775.04284,9142.33244,13090.88453,7854.530717,3927.265359,1309.088453,3116.117866,7270.941686
743,Ekiti,Ekiti_LGA2,2025,6,278.200939,28.22161397,0.749603591,rainy,0,55.2213181,59.26821789,sentinel,6527.278712,8780.461655,3436.653874,8070.581653,12291.19116,15662.63438,24200.06642,15914.52199,21565.59003,12939.35402,6469.677009,2156.559003,3916.367227,9138.190197
744,Gombe,Gombe_LGA1,2019,10,227.5068138,28.62806242,0.600846275,rainy,1,42.83689576,81.12456159,routine,4453.852443,7582.200677,3789.595475,6111.62626,8003.077709,18733.29239,26568.86934,11256.84957,12783.39741,7670.038444,3835.019222,1278.339741,2672.311466,6235.393421
745,Jigawa,Jigawa_LGA3,2025,9,413.7427599,27.49449769,0.768061408,rainy,0,73.07170997,61.05487663,survey,37590.33707,44253.29276,19605.0089,24176.81523,47968.72655,64233.39599,120527.3962,79723.5375,83264.92086,49958.95252,24979.47626,8326.492086,22554.20224,52626.4719
746,Ebonyi,Ebonyi_LGA1,2022,7,182.7513166,27.78532956,0.622493736,rainy,0,69.66747742,54.13373734,routine,6536.601426,7390.061438,3949.224508,5444.386038,10419.16583,13548.82135,25009.47441,16392.68678,17755.94906,10653.56943,5326.784717,1775.594906,3921.960856,9151.241996
747,Akwa Ibom,Akwa Ibom_LGA1,2020,6,296.9982928,29.10207426,0.773676205,rainy,1,76.36104849,44.36261655,routine,12656.62504,11298.85691,4215.084951,10554.16996,15855.91859,18521.51608,32406.01237,27448.19552,34756.90741,20854.14445,10427.07222,3475.690741,7593.975026,17719.27506
748,Anambra,Anambra_LGA1,2020,9,360.2990001,29.18736987,0.685472026,rainy,0,73.45009571,51.71833725,routine,20560.17934,27602.79688,13300.69343,22502.64279,33188.60675,49263.3031,100204.504,61671.37549,59897.77354,35938.66413,17969.33206,5989.777354,12336.1076,28784.25108
749,Adamawa,Adamawa_LGA3,2021,12,36.99521565,24.55942951,0.323440554,harmattan,0,79.13584933,59.03313877,routine,1649.002852,1705.94795,764.6551726,1229.267947,1727.231762,2720.669396,5011.44078,3594.140792,3757.933987,2254.760392,1127.380196,375.7933987,989.4017115,2308.603993
750,Imo,Imo_LGA3,2025,12,13.90436871,25.82550657,0.25235903,harmattan,0,56.81212015,39.42190904,survey,1222.237403,1701.123484,828.928566,2257.868834,3520.546748,5218.802949,8583.571769,4998.202404,5871.081301,3522.648781,1761.32439,587.1081301,733.3424417,1711.132364
751,Cross River,Cross River_LGA1,2021,8,418.3589348,29.44139147,0.678076185,rainy,0,74.05801559,52.70721607,routine,35499.08386,42741.70417,14014.63265,32332.45269,50962.93302,62116.09469,131774.1999,86151.08545,87877.21654,52726.32992,26363.16496,8787.721654,21299.45032,49698.71741
752,Edo,Edo_LGA3,2024,8,196.0723761,26.86022148,0.531158104,rainy,0,50.19479881,70.37254524,routine,7201.062124,8352.274532,4512.959509,7310.068725,12437.71325,17370.72879,24082.03765,14905.24944,20881.6924,12529.01544,6264.507721,2088.16924,4320.637274,10081.48697
753,Kaduna,Kaduna_LGA2,2018,7,293.385157,27.5050395,0.519972217,rainy,1,56.81893111,32.16469804,routine,5196.237239,5695.858125,2195.869319,10014.47564,14368.45105,18909.71177,29782.26388,19678.73153,26067.73265,15640.63959,7820.319796,2606.773265,3117.742343,7274.732134
754,Jigawa,Jigawa_LGA3,2020,3,53.396986,31.83615648,0.389611417,dry,0,76.07014854,60.01981192,routine,4449.508032,3211.616501,2264.110454,2583.710325,3884.111055,5977.255746,9143.307687,7573.590925,9422.823386,5653.694032,2826.847016,942.2823386,2669.704819,6229.311245
755,Enugu,Enugu_LGA2,2024,11,36.70512844,28.74616809,0.385005291,dry,0,53.68562348,48.13547249,routine,1856.529232,2665.06948,847.5454475,2127.471562,3666.047166,7469.430747,9872.981222,5696.237694,6999.090081,4199.454049,2099.727024,699.9090081,1113.917539,2599.140925
756,Adamawa,Adamawa_LGA1,2018,11,44.27593286,30.1027232,0.46250393,dry,0,47.41536323,31.37029148,survey,1968.528518,2799.632966,1078.290648,4255.148153,6896.057913,13955.84423,17874.05919,9523.679273,12209.90746,7325.944477,3662.972239,1220.990746,1181.117111,2755.939925
757,Borno,Borno_LGA2,2018,8,320.8177425,28.67430887,0.624224649,rainy,1,69.13153275,58.78172831,routine,13898.19142,15727.98694,4060.462459,8109.188654,16250.95014,22863.82534,34836.36436,26117.32018,32368.93747,19421.36248,9710.68124,3236.893747,8338.914855,19457.46799
758,Cross River,Cross River_LGA3,2021,5,394.5327762,31.63679753,0.642315415,rainy,0,48.69627713,51.15783535,sentinel,7291.844636,11378.00141,5661.278607,12075.73482,21679.95988,35925.10312,57422.06377,27145.56353,30287.16627,18172.29976,9086.149882,3028.716627,4375.106781,10208.58249
759,Gombe,Gombe_LGA2,2024,4,307.8211125,28.21016176,0.660609869,rainy,0,46.00710102,50.20110686,routine,4902.818042,8694.551518,3107.936183,10664.1783,11544.5621,25762.6172,38931.29517,17656.18476,19987.13344,11992.28006,5996.140032,1998.713344,2941.690825,6863.945259
760,Edo,Edo_LGA1,2025,3,23.96392417,29.38857555,0.291362493,dry,0,81.39677146,44.17739527,routine,1385.379253,1537.685098,829.0520584,1372.480843,1941.438839,2829.161665,5579.553795,4000.215907,4071.695162,2443.017097,1221.508549,407.1695162,831.2275517,1939.530954
761,Ekiti,Ekiti_LGA3,2024,6,219.2413182,29.66626189,0.626728143,rainy,0,63.78760813,50.19428377,survey,6389.676319,8327.661486,4002.466394,7916.163507,12042.87813,19881.42693,36978.11098,20330.62557,20276.62589,12165.97553,6082.987766,2027.662589,3833.805791,8945.546846
762,Bauchi,Bauchi_LGA2,2019,1,44.33495217,27.48795964,0.32018572,harmattan,0,63.57320289,35.92250277,survey,1365.337909,1591.690023,742.256149,2270.769998,3178.250405,4875.982004,7994.012048,5251.147783,6215.705301,3729.42318,1864.71159,621.5705301,819.2027456,1911.473073
763,Bayelsa,Bayelsa_LGA2,2019,11,81.6162256,28.746314,0.296485198,dry,0,73.8584314,60.48995719,routine,6588.369419,6908.42881,2599.318693,3573.129099,5900.312089,10881.7878,15949.65753,12027.24227,14075.59057,8445.354341,4222.67717,1407.559057,3953.021651,9223.717186
764,Edo,Edo_LGA2,2018,6,169.8614701,25.96356672,0.616414337,rainy,1,61.309646,34.68216778,routine,2455.463873,2818.00844,1311.744331,3480.760208,6016.883929,8642.294484,13648.8107,8897.225722,10821.45236,6492.871416,3246.435708,1082.145236,1473.278324,3437.649422
765,Gombe,Gombe_LGA1,2019,3,40.96107933,28.72380035,0.32244269,dry,0,73.96331536,34.215648,sentinel,2758.286854,2482.096965,1226.696474,2955.071927,3951.389344,8208.913881,11768.56322,8943.866072,10530.64763,6318.388578,3159.194289,1053.064763,1654.972112,3861.601595
766,Akwa Ibom,Akwa Ibom_LGA2,2025,1,15.75677786,25.32093308,0.311613007,harmattan,0,80.25001665,74.55444457,sentinel,2572.40985,1986.430095,2012.924438,1358.471546,1770.462854,3650.047576,6412.389083,4352.107332,4263.922495,2558.353497,1279.176749,426.3922495,1543.44591,3601.373789
767,Anambra,Anambra_LGA2,2022,3,61.09143056,32.14712949,0.394120605,dry,0,64.30007782,54.55982061,routine,2857.932814,2734.97616,1170.835823,2404.305586,3991.162367,5184.37814,7520.087266,5956.680039,8337.410743,5002.446446,2501.223223,833.7410743,1714.759688,4001.105939
768,Delta,Delta_LGA3,2018,11,86.32697783,28.87912285,0.376087847,dry,0,74.36795913,53.17437893,survey,5828.494187,5268.01048,2286.409831,4631.105687,6533.386025,8963.603479,13422.08319,11975.08288,16342.08413,9805.250478,4902.625239,1634.208413,3497.096512,8159.891861
769,Ebonyi,Ebonyi_LGA1,2020,2,13.32401157,25.65494314,0.358376295,harmattan,1,45.90566698,62.55606953,routine,427.9269108,517.5682629,227.2818962,562.861594,796.9422855,1247.25355,1561.983345,957.4296811,1447.719581,868.6317488,434.3158744,144.7719581,256.7561465,599.0976751
770,Benue,Benue_LGA2,2021,11,115.4374055,28.62955691,0.377271785,dry,0,77.33166095,74.02421085,survey,12483.2852,11101.15337,5068.289563,5211.695641,7190.575025,14421.81447,18332.95636,16594.80846,22120.06556,13272.03934,6636.019669,2212.006556,7489.971117,17476.59927
771,Borno,Borno_LGA3,2019,10,301.9030841,26.12913721,0.574401212,rainy,1,75.25953745,61.3776467,routine,21976.56632,23178.99804,10533.08579,12812.23535,16170.25487,38016.05349,52058.33358,40338.23528,47586.25439,28551.75263,14275.87632,4758.625439,13185.93979,30767.19285
772,Bauchi,Bauchi_LGA1,2019,10,333.3936355,28.95877434,0.738384013,rainy,1,61.9649191,65.2651683,routine,14204.33141,19036.08602,6129.083856,14663.29031,23162.91412,28695.9671,60967.70155,32976.32782,33281.73667,19969.042,9984.521002,3328.173667,8522.598846,19886.06397
773,Benue,Benue_LGA2,2018,9,452.9139145,28.69466895,0.837106259,rainy,1,47.98541563,75.80292213,survey,11677.30351,19174.49077,10045.22672,17426.14435,20801.5624,42447.87034,68849.88965,30970.00879,33430.00565,20058.00339,10029.00169,3343.000565,7006.382105,16348.22491
774,Adamawa,Adamawa_LGA1,2025,5,166.8802564,27.66769066,0.503314367,rainy,0,80.4453659,47.61637451,routine,9537.547862,9073.561157,3510.103556,7218.473788,9844.035855,15848.76776,27503.16067,21180.47802,23321.26276,13992.75765,6996.378827,2332.126276,5722.528717,13352.56701
775,Enugu,Enugu_LGA2,2019,2,39.32031397,25.80123053,0.322413952,harmattan,0,70.43240911,34.57186223,survey,2617.022951,2563.823881,1063.198817,2979.892433,5023.239164,7940.783704,11609.47646,8983.746923,11272.96338,6763.778026,3381.889013,1127.296338,1570.213771,3663.832132
776,Ekiti,Ekiti_LGA2,2023,5,314.3874503,27.29347914,0.668107093,rainy,0,42.40606331,66.15408165,routine,4628.409252,8081.556163,3518.160965,6578.049307,13044.01209,20943.19708,31645.60427,13761.70335,16173.0134,9703.808037,4851.904019,1617.30134,2777.045551,6479.772953
777,Akwa Ibom,Akwa Ibom_LGA3,2020,7,208.7350147,30.36493785,0.676243369,rainy,0,77.28938542,46.31010977,routine,13440.72448,11192.8464,6313.50513,10280.73193,13819.76783,23998.21504,32029.98823,29740.16086,40638.72485,24383.23491,12191.61745,4063.872485,8064.434686,18817.01427
778,Adamawa,Adamawa_LGA1,2025,7,182.545545,28.11824743,0.552553402,rainy,1,76.57578428,37.6057729,routine,8786.060037,7504.365984,3894.805491,7386.990521,12684.72462,21338.40003,32602.30021,25368.09637,29554.81149,17732.88689,8866.443447,2955.481149,5271.636022,12300.48405
779,Bauchi,Bauchi_LGA1,2018,7,380.4388337,33.00882724,0.744227774,rainy,0,58.19856275,84.29301759,routine,22172.04012,21626.72254,11819.44613,16794.51918,24767.89349,31808.15435,46225.37076,34160.49239,49221.69002,29533.01401,14766.50701,4922.169002,13303.22407,31040.85617
780,Enugu,Enugu_LGA1,2024,4,388.8238411,29.56440658,0.732090081,rainy,1,54.17239342,68.50226746,routine,6908.324094,8990.441209,3746.811167,7656.336518,8598.322401,16676.49781,24048.72413,14271.67662,17858.6601,10715.19606,5357.598029,1785.86601,4144.994456,9671.653732
781,Delta,Delta_LGA3,2018,9,472.2451512,27.9535066,0.618118713,rainy,0,70.33481673,71.96447107,routine,24699.80136,30625.40286,16098.02973,16823.58971,28815.31894,45888.31504,80945.98757,51500.40403,53752.31836,32251.39102,16125.69551,5375.231836,14819.88082,34579.7219
782,Borno,Borno_LGA3,2020,9,393.7907204,29.0607748,0.690050255,rainy,0,77.49954529,53.36400667,survey,36254.18566,36941.50743,14246.09168,23506.15839,35723.08136,55898.34496,88270.20558,71378.68372,85276.75746,51166.05448,25583.02724,8527.675746,21752.5114,50755.85993
783,Gombe,Gombe_LGA1,2018,4,238.9843427,28.22260734,0.576924492,rainy,1,48.06904031,38.51086787,sentinel,4730.534739,7826.440327,2685.869751,10852.5841,18964.82555,28628.52872,46188.00397,22475.52134,26091.63458,15654.98075,7827.490373,2609.163458,2838.320843,6622.748634
784,Delta,Delta_LGA1,2023,11,133.3599997,29.72162122,0.412176989,dry,0,94.65955286,86.29236891,survey,44601.35079,30708.74736,16670.54454,10521.81322,16933.44741,27017.82689,39594.64004,39594.64004,49767.26454,29860.35873,14930.17936,4976.726454,26760.81047,62441.8911
785,Enugu,Enugu_LGA3,2024,5,297.7135691,26.33341815,0.784960728,rainy,0,57.9361884,47.7459929,routine,9634.625404,10295.96801,4764.589454,11010.43,21203.17889,26990.74926,38564.39529,27440.59878,38296.94302,22978.16581,11489.08291,3829.694302,5780.775243,13488.47557
786,Ebonyi,Ebonyi_LGA1,2024,6,284.6788995,27.38650983,0.813163183,rainy,0,77.09248288,20.35065133,routine,4386.35883,4971.809744,1819.883885,7615.340169,12638.45315,21212.36343,35487.69053,25573.83183,27531.90109,16519.14065,8259.570326,2753.190109,2631.815298,6140.902362
787,Enugu,Enugu_LGA2,2025,4,327.6364257,26.70793215,0.780921557,rainy,1,70.78618846,54.87427035,routine,8598.744497,9330.438447,5140.874785,6635.137397,8951.998016,21659.65853,30978.44901,21092.46861,23329.12346,13997.47408,6998.737039,2332.912346,5159.246698,12038.2423
788,Anambra,Anambra_LGA2,2024,7,382.4089316,30.56444962,0.870380214,rainy,0,61.20650841,47.12989063,survey,8859.144886,12544.99842,6464.681443,14240.69136,20654.88212,28410.75556,54164.2131,30998.07489,33380.063,20028.0378,10014.0189,3338.0063,5315.486931,12402.80284
789,Edo,Edo_LGA1,2025,8,301.2367315,28.26118292,0.819032388,rainy,0,75.18601124,85.02865987,routine,14581.79177,16565.1129,5840.37532,7156.460996,10130.92133,19654.96455,34086.81751,22220.38166,22284.41762,13370.65057,6685.325286,2228.441762,8749.075064,20414.50848
790,Bauchi,Bauchi_LGA3,2018,1,19.3842131,27.83256336,0.319487108,harmattan,0,59.66712675,70.71143732,survey,3621.964289,4774.464521,992.4080747,2218.705534,3954.625759,6745.057429,8633.04464,6166.425099,8397.795323,5038.677194,2519.338597,839.7795323,2173.178574,5070.750005
791,Cross River,Cross River_LGA3,2018,10,447.4433574,27.55729388,0.81018684,rainy,0,73.8341366,35.03894532,routine,17428.03143,22992.30073,7401.294783,26814.57755,28955.83121,56001.97301,108259.5909,66020.93842,63263.21929,37957.93157,18978.96579,6326.321929,10456.81886,24399.24401
792,Bayelsa,Bayelsa_LGA3,2025,6,342.8900582,27.08277901,0.674632144,rainy,0,66.85690451,45.19699542,survey,9211.536943,9285.806569,5419.980045,10217.04982,15836.22049,20978.74185,34036.5582,25155.31797,31750.37741,19050.22644,9525.113222,3175.037741,5526.922166,12896.15172
793,Jigawa,Jigawa_LGA1,2022,8,346.0467393,27.41152404,0.777984783,rainy,1,77.86670232,68.52444553,sentinel,15285.73133,12553.52619,9325.719742,8061.705512,13858.34497,20593.36016,36971.84663,26483.03273,28082.63075,16849.57845,8424.789225,2808.263075,9171.438796,21400.02386
794,Abia,Abia_LGA2,2024,8,195.5312468,26.72190264,0.636780155,rainy,0,86.98292373,80.94881251,survey,10249.82508,11536.31316,4560.822108,4825.600817,6301.417197,11255.58123,22936.32636,15575.23139,14157.83118,8494.69871,4247.349355,1415.783118,6149.895046,14349.75511
795,Jigawa,Jigawa_LGA3,2025,10,407.4730975,27.59586973,0.761966816,rainy,0,81.70201659,48.26497416,survey,24845.63743,18812.2876,10993.95702,14624.26971,20226.61273,46770.01591,61258.2321,53348.73593,65042.46439,39025.47863,19512.73932,6504.246439,14907.38246,34783.8924
796,Benue,Benue_LGA2,2025,2,41.69537907,24.77223146,0.365131448,harmattan,0,70.71223758,63.2092557,routine,4153.859294,5355.283164,1639.683198,3661.520502,5146.911941,8009.32195,15221.53963,9513.768353,9715.774269,5829.464561,2914.732281,971.5774269,2492.315576,5815.403012
797,Abia,Abia_LGA1,2021,10,153.7657327,27.59400588,0.541611335,rainy,0,33.24121648,58.17750784,routine,1942.763243,4227.909423,2733.260979,5734.145079,8531.560952,19847.87253,25788.9372,9071.814801,10984.47151,6590.682906,3295.341453,1098.447151,1165.657946,2719.868541
798,Edo,Edo_LGA3,2022,2,12.55277612,27.88383315,0.357250444,harmattan,0,49.54206921,49.58224193,routine,1345.620958,2111.723585,841.3497848,2573.730328,3894.502828,5772.837656,10237.61235,4851.583819,5337.981332,3202.788799,1601.3944,533.7981332,807.3725746,1883.869341
799,Jigawa,Jigawa_LGA1,2023,7,429.0007398,28.02084479,0.754533938,rainy,1,40.9735505,58.91358409,survey,8511.762685,15487.55565,6274.976351,15024.60956,21906.58877,47831.32878,59502.31931,27784.17348,36100.99186,21660.59512,10830.29756,3610.099186,5107.057611,11916.46776
800,Anambra,Anambra_LGA3,2019,8,227.1051193,25.53541869,0.554259132,rainy,0,58.52882396,27.01371104,survey,5430.7112,5674.528404,3055.100055,9301.297483,17947.44432,30544.3966,44848.61438,27060.51539,31961.32487,19176.79492,9588.39746,3196.132487,3258.42672,7602.99568
801,Delta,Delta_LGA3,2021,10,477.2702406,28.92024756,0.602612076,rainy,0,86.33144943,90,sentinel,102972.8445,106404.1095,44533.37336,32960.87507,58016.76142,95578.76379,173057.7566,128845.4755,128569.836,77141.90161,38570.9508,12856.9836,61783.7067,144161.9823
802,Bayelsa,Bayelsa_LGA1,2023,5,313.9941618,26.39719924,0.643290386,rainy,1,47.68858305,37.36787992,routine,3813.00193,4871.874972,1865.064432,6897.017572,11185.66183,21349.8777,24953.84603,15043.86219,21584.79913,12950.87948,6475.43974,2158.479913,2287.801158,5338.202703
803,Cross River,Cross River_LGA1,2018,6,366.7440835,28.31212491,0.709772223,rainy,1,65.03845483,38.00136804,routine,14067.17915,12808.19677,7167.872093,14668.58846,25615.50571,36927.71528,49273.85744,40173.89425,57178.8713,34307.32278,17153.66139,5717.88713,8440.307492,19694.05081
804,Bauchi,Bauchi_LGA3,2025,9,234.7923571,26.9587661,0.547572826,rainy,0,40.27720774,46.209492,routine,3815.957485,6450.283424,4429.879998,10711.85377,13699.83346,29694.53526,39935.03261,17433.98051,21595.90412,12957.54247,6478.771236,2159.590412,2289.574491,5342.340479
805,Cross River,Cross River_LGA2,2019,7,331.7349344,29.17035951,0.515416622,rainy,0,77.16904034,43.92093843,routine,21743.91697,19194.63989,7360.250719,12869.79621,21678.07937,40401.0917,51730.59967,46269.91904,61098.69523,36659.21714,18329.60857,6109.869523,13046.35018,30441.48375
806,Enugu,Enugu_LGA3,2022,3,58.66052451,32.14884074,0.389453927,dry,0,56.99323318,65.24830417,routine,3009.35053,3337.481088,1482.399871,2234.410772,4653.01245,6371.414648,8278.991232,6045.312307,8785.703828,5271.422297,2635.711148,878.5703828,1805.610318,4213.090742
807,Ebonyi,Ebonyi_LGA3,2020,3,79.50671907,28.43282269,0.447920487,dry,0,69.02465767,65.26854475,survey,4487.607216,6132.155388,2666.125586,4286.098195,6301.535386,8763.410907,17662.80209,10685.59377,10826.17521,6495.705126,3247.852563,1082.617521,2692.56433,6282.650103
808,Imo,Imo_LGA3,2024,5,339.3256884,27.32451913,0.736645991,rainy,0,59.75833734,33.29922535,sentinel,5396.622478,7224.173108,3083.662375,8930.042364,16827.55912,27136.93802,49329.82549,25287.11788,25106.78745,15064.07247,7532.036235,2510.678745,3237.973487,7555.271469
809,Abia,Abia_LGA3,2025,8,201.2398967,28.04081595,0.695356579,rainy,0,63.50633006,74.71791617,routine,7624.785708,11826.0116,3214.569545,6020.895983,9507.077413,15774.90924,25687.1564,15903.44957,17815.03473,10689.02084,5344.510418,1781.503473,4574.871425,10674.69999
810,Kaduna,Kaduna_LGA1,2019,11,75.91492544,27.2455698,0.375006425,dry,0,51.7244067,60.79040957,routine,1904.003051,2631.218347,1336.46951,2922.309782,3330.18953,6870.469254,11090.60047,5430.222106,5915.839923,3549.503954,1774.751977,591.5839923,1142.401831,2665.604272
811,Akwa Ibom,Akwa Ibom_LGA3,2024,3,67.18043375,27.3951435,0.398284796,dry,0,30.32028562,29.06856165,survey,541.4613395,1151.549313,656.254409,3395.703299,7103.067308,9754.697697,14377.6435,4912.727551,6315.555683,3789.33341,1894.666705,631.5555683,324.8768037,758.0458752
812,Bayelsa,Bayelsa_LGA1,2024,2,12.93733868,23.11949684,0.338791512,harmattan,0,83.2409049,42.01946234,survey,3755.601336,3565.772588,1344.977752,2830.808372,4616.790559,7042.000335,11525.72773,9649.018836,11132.29316,6679.375896,3339.687948,1113.229316,2253.360802,5257.841871
813,Bauchi,Bauchi_LGA1,2019,5,290.3071668,29.27203952,0.653805816,rainy,1,56.67620965,39.96532172,survey,3942.024446,4455.48959,2712.751925,7794.944974,8659.451559,16653.04356,27153.03384,15011.23372,16824.33345,10094.60007,5047.300036,1682.433345,2365.214668,5518.834224
814,Bayelsa,Bayelsa_LGA2,2022,9,400.279257,27.28274437,0.75260406,rainy,1,37.9537357,30.57099597,sentinel,2432.368872,3392.040555,2496.969741,8413.377952,16781.31365,27112.55206,36200.34519,15882.04241,20918.1714,12550.90284,6275.451419,2091.81714,1459.421323,3405.316421
815,Ekiti,Ekiti_LGA1,2018,5,281.1921979,27.3662271,0.687088803,rainy,1,77.02122669,38.43712981,routine,3890.26752,4249.180421,1771.085413,3377.984326,6462.535107,10382.62615,16291.36028,12460.89184,14205.00945,8523.00567,4261.502835,1420.500945,2334.160512,5446.374528
816,Ebonyi,Ebonyi_LGA3,2025,10,152.5806107,27.79215941,0.579652129,rainy,0,50.89388627,61.07110597,survey,7382.487692,9704.179664,3921.991038,8627.307396,11691.70492,20916.5771,27211.05646,16789.11518,23142.05835,13885.23501,6942.617504,2314.205835,4429.492615,10335.48277
817,Borno,Borno_LGA3,2024,5,341.9722275,29.4551375,0.719683601,rainy,1,69.81546845,56.35086398,routine,13857.98206,14665.33121,7746.477716,10623.87196,14857.32285,27087.06716,44187.39269,29360.62268,32150.17185,19290.10311,9645.051555,3215.017185,8314.789234,19401.17488
818,Ekiti,Ekiti_LGA2,2019,12,37.96098208,25.45328339,0.358820891,harmattan,0,69.06911087,27.62541651,routine,1606.951682,1474.62051,826.8812094,2028.124725,3359.329953,6258.958647,8108.574551,6435.259305,8427.540059,5056.524035,2528.262018,842.7540059,964.1710092,2249.732355
819,Jigawa,Jigawa_LGA3,2023,11,101.3943091,28.6876094,0.382573868,dry,0,47.37896576,58.39434504,routine,2283.957686,2573.590134,1171.405298,2537.057698,4319.83551,7125.712746,8833.303585,5299.85127,7616.73114,4570.038684,2285.019342,761.673114,1370.374612,3197.540761
820,Cross River,Cross River_LGA1,2018,2,30.5571927,28.64789826,0.304132704,harmattan,0,41.62328305,41.53106081,survey,639.6106894,1320.997539,606.2180906,2202.165719,3524.750389,4737.954078,9000.580325,3484.658031,3733.94661,2240.367966,1120.183983,373.394661,383.7664137,895.4549652
821,Anambra,Anambra_LGA1,2025,5,309.1416317,28.36474274,0.777116336,rainy,1,77.62701238,34.47720727,routine,6229.727753,7350.262519,2443.450753,6009.045672,9463.310276,21520.10827,35574.70194,22972.91582,22161.33325,13296.79995,6648.399976,2216.133325,3737.836652,8721.618855
822,Kaduna,Kaduna_LGA1,2021,11,92.86130024,31.14045284,0.398127126,dry,0,80.49972496,53.05731316,sentinel,5396.75075,5409.330095,2824.440281,4472.106287,5038.027425,11293.38194,19637.65961,13397.41831,13151.58225,7890.949351,3945.474675,1315.158225,3238.05045,7555.451051
823,Ebonyi,Ebonyi_LGA2,2024,6,218.1325307,28.13679535,0.560596801,rainy,1,75.13900595,67.34442622,sentinel,6871.767633,6631.949563,2696.13832,3776.140734,5965.977145,7745.65388,11662.52287,10512.11029,14344.31562,8606.589369,4303.294685,1434.431562,4123.06058,9620.474687
824,Imo,Imo_LGA3,2021,12,24.73266371,23.89617333,0.307891211,harmattan,0,70.09839266,33.53726468,survey,2158.972964,2083.391401,1001.132586,2402.031747,3405.151757,7419.478578,10654.88655,7417.342017,8455.713188,5073.427913,2536.713957,845.5713188,1295.383778,3022.562149
825,Delta,Delta_LGA1,2025,10,425.9762593,28.16175108,0.691739194,rainy,0,73.02623945,83.23275647,routine,37155.8914,41284.81497,20448.7046,19013.25373,34493.17304,45217.22436,89968.30138,57675.33589,58521.13703,35112.68222,17556.34111,5852.113703,22293.53484,52018.24796
826,Bayelsa,Bayelsa_LGA1,2022,2,15.4099497,26.23099597,0.289583481,harmattan,0,78.30268332,57.22031281,survey,2269.784031,1937.981904,1559.273008,1782.65856,2561.385665,3370.885955,7244.977435,4832.797877,4767.233361,2860.340017,1430.170008,476.7233361,1361.870419,3177.697644
827,Anambra,Anambra_LGA1,2023,4,266.1291826,27.18246758,0.614263873,rainy,0,45.06965084,56.07130352,routine,8809.769089,13341.9731,5072.342084,13597.58767,20943.27765,38438.70862,48549.68225,26313.31133,35990.78079,21594.46847,10797.23424,3599.078079,5285.861453,12333.67672
828,Bauchi,Bauchi_LGA1,2022,10,258.9955303,26.99495429,0.711315063,rainy,1,78.03610365,60.10875061,routine,30430.74145,23456.28393,11941.04918,16445.04632,25802.61065,33657.76972,53727.98935,47386.90996,61087.03848,36652.22309,18326.11155,6108.703848,18258.44487,42603.03803
